Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,74.33131408691406,75.11892700195312,74.33131408691406,75.11892700195312,65.07659912109375,2308712
2020-01-03,75.61119079589844,75.90654754638672,74.23286437988281,74.5282211303711,64.56486511230469,3014033
2020-01-06,74.13440704345703,74.23286437988281,72.85453033447266,73.14988708496094,63.37079620361328,2534599
2020-01-07,73.44524383544922,73.64215087890625,72.85453033447266,73.34679412841797,63.5413818359375,1477221
2020-01-08,72.85453033447266,73.24834442138672,72.46072387695312,72.46072387695312,62.77376174926758,1511656
2020-01-09,73.34679412841797,73.54369354248047,73.05143737792969,73.05143737792969,63.28550720214844,918347
2020-01-10,73.34679412841797,73.64215087890625,73.05143737792969,73.14988708496094,63.37079620361328,953730
2020-01-13,73.54369354248047,74.33131408691406,73.24834442138672,73.83905029296875,63.96782302856445,921356
2020-01-14,74.23286437988281,74.5282211303711,73.83905029296875,74.42976379394531,64.47957611083984,1491458
2020-01-15,74.5282211303711,74.62667083740234,74.03595733642578,74.13440704345703,64.22370147705078,739999
2020-01-16,74.23286437988281,74.42976379394531,74.13440704345703,74.42976379394531,64.47957611083984,682089
2020-01-17,74.62667083740234,74.92202758789062,74.33131408691406,74.42976379394531,64.47957611083984,1524194
2020-01-20,74.42976379394531,74.42976379394531,74.13440704345703,74.33131408691406,64.39427947998047,792037
2020-01-30,69.21180725097656,71.18084716796875,68.91645050048828,69.01490020751953,59.78859329223633,4017568
2020-01-31,69.50716400146484,70.2947769165039,68.91645050048828,69.6056137084961,60.30033874511719,1859516
2020-02-03,67.73502349853516,68.22728729248047,66.1597900390625,67.8334732055664,58.76511001586914,2374478
2020-02-04,73.44524383544922,73.64215087890625,69.21180725097656,69.21180725097656,59.95918273925781,1249747
2020-02-05,69.90097045898438,70.19632720947266,69.01490020751953,69.90097045898438,60.556209564208984,1233669
2020-02-06,70.19632720947266,71.0823974609375,70.19632720947266,70.88549041748047,61.40911102294922,1092416
2020-02-07,70.88549041748047,70.88549041748047,69.90097045898438,69.99942016601562,60.64149475097656,1491897
2020-02-10,69.01490020751953,70.39323425292969,68.62109375,69.80252075195312,60.47092056274414,1237714
2020-02-11,69.90097045898438,70.78704071044922,69.90097045898438,70.68858337402344,61.238529205322266,637656
2020-02-12,70.19632720947266,71.279296875,70.19632720947266,71.0823974609375,61.57969284057617,1096907
2020-02-13,71.37775421142578,71.96846771240234,71.18084716796875,71.279296875,61.750274658203125,1272361
2020-02-14,71.0823974609375,71.67311096191406,71.0823974609375,71.37775421142578,61.8355712890625,1013182
2020-02-17,70.78704071044922,71.279296875,70.68858337402344,70.98394012451172,61.4943962097168,1236595
2020-02-18,70.98394012451172,71.18084716796875,70.39323425292969,70.59013366699219,61.15324401855469,1161153
2020-02-19,70.68858337402344,70.98394012451172,70.59013366699219,70.78704071044922,61.323822021484375,828666
2020-02-20,71.279296875,71.279296875,70.78704071044922,71.0823974609375,61.57969284057617,835629
2020-02-21,70.88549041748047,70.88549041748047,70.2947769165039,70.39323425292969,60.982669830322266,1195412
2020-02-24,69.40870666503906,69.90097045898438,68.12882995605469,68.42418670654297,59.27684783935547,3370667
2020-02-25,67.6365737915039,68.91645050048828,67.04586029052734,68.03038024902344,58.935691833496094,3715292
2020-02-26,67.93193054199219,68.22728729248047,67.53812408447266,67.93193054199219,58.850399017333984,2617778
2020-02-27,68.12882995605469,68.32573699951172,67.34121704101562,67.93193054199219,58.850399017333984,1920935
