Date,Open,High,Low,Close,Adj Close,Volume
2022-06-27 00:00:00,496,506,495.5,498.5,480.3998413,37909718
2022-06-28 00:00:00,496,500,496,497.5,479.4361877,15274062
2022-06-29 00:00:00,496,498.5,491,491,473.1721802,30533789
2022-06-30 00:00:00,484.5,486.5,476,476,458.7167664,46311432
2022-07-01 00:00:00,471.5,474,452.5,453.5,437.033783,61744377
2022-07-04 00:00:00,443,451.5,440,440,424.0239563,52445919
2022-07-05 00:00:00,449.5,451.5,433,446,429.8060913,50084244
2022-07-06 00:00:00,442,447.5,435,435.5,419.6873169,40549763
2022-07-07 00:00:00,442,459,438.5,457.5,440.8885803,48151202
2022-07-08 00:00:00,470,470.5,461.5,467,450.0436401,37897895
2022-07-11 00:00:00,468,470.5,461,462,445.2250977,21941710
2022-07-12 00:00:00,458,458,449.5,449.5,433.1790161,23036423
2022-07-13 00:00:00,470.5,473,466,470.5,453.4165039,44035695
2022-07-14 00:00:00,466,477.5,463,475,457.7531128,31936258
2022-07-15 00:00:00,481,494,477,492.5,474.6177063,51846909
2022-07-18 00:00:00,495.5,498.5,488.5,495.5,477.5087891,39179575
2022-07-19 00:00:00,487.5,493,486.5,491,473.1721802,19874865
2022-07-20 00:00:00,502,503,491.5,495,477.026947,35436652
2022-07-21 00:00:00,496,501,494,501,482.809082,22285593
2022-07-22 00:00:00,505,505,500,503,484.7364502,25216400
2022-07-25 00:00:00,500,503,498,499.5,481.3635254,15245346
2022-07-26 00:00:00,499.5,499.5,491,495,477.026947,18024265
2022-07-27 00:00:00,494,502,491,502,483.7727356,17166365
2022-07-28 00:00:00,509,509,499,501,482.809082,33844011
2022-07-29 00:00:00,508,510,504,509,490.5185852,29045617
2022-08-01 00:00:00,506,508,500,504,485.7001343,24117969
2022-08-02 00:00:00,494,496,488.5,492,474.1358643,39838155
2022-08-03 00:00:00,494,501,493,501,482.809082,27603474
2022-08-04 00:00:00,499,503,495,500,481.8453674,26027618
2022-08-05 00:00:00,509,516,507,516,497.2644653,32784279
