Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,14.6195650100708,14.94565200805664,14.565217018127441,14.836956024169922,13.654363632202148,9868703
2020-01-03,14.94565200805664,15.054347038269043,14.728260040283203,14.891304016113281,13.704380989074707,8661777
2020-01-06,14.782608032226562,14.836956024169922,14.510869026184082,14.6195650100708,13.454300880432129,5675606
2020-01-07,14.67391300201416,14.782608032226562,14.565217018127441,14.6195650100708,13.454300880432129,2532393
2020-01-08,14.565217018127441,14.891304016113281,14.402173042297363,14.456521034240723,13.304252624511719,5534334
2020-01-09,14.565217018127441,14.836956024169922,14.565217018127441,14.836956024169922,13.654363632202148,4419434
2020-01-10,14.891304016113281,14.94565200805664,14.67391300201416,14.782608032226562,13.604349136352539,3572369
2020-01-13,14.728260040283203,15.0,14.728260040283203,15.0,13.804412841796875,4586169
2020-01-14,15.108695030212402,15.326086044311523,15.108695030212402,15.217391014099121,14.004476547241211,6897936
2020-01-15,15.163043022155762,15.217391014099121,15.054347038269043,15.108695030212402,13.904444694519043,3714084
2020-01-16,15.217391014099121,15.543478012084961,15.163043022155762,15.434782028198242,14.20453929901123,8378055
2020-01-17,15.543478012084961,15.59782600402832,15.380434036254883,15.543478012084961,14.304573059082031,4146710
2020-01-20,15.59782600402832,15.706521034240723,15.543478012084961,15.59782600402832,14.354588508605957,5229299
2020-01-30,15.108695030212402,15.217391014099121,14.6195650100708,14.836956024169922,13.654363632202148,12538055
2020-01-31,15.0,15.27173900604248,14.836956024169922,15.054347038269043,13.8544282913208,5767915
2020-02-03,14.94565200805664,14.94565200805664,14.34782600402832,14.510869026184082,13.354268074035645,7238300
2020-02-04,13.913043022155762,14.728260040283203,13.858695030212402,14.728260040283203,13.55433177947998,2900008
2020-02-05,14.891304016113281,14.94565200805664,14.456521034240723,14.510869026184082,13.354268074035645,3599933
2020-02-06,14.67391300201416,14.94565200805664,14.565217018127441,14.836956024169922,13.654363632202148,3980870
2020-02-07,14.836956024169922,14.891304016113281,14.728260040283203,14.728260040283203,13.55433177947998,2486369
2020-02-10,14.67391300201416,14.836956024169922,14.565217018127441,14.782608032226562,13.604349136352539,2811263
2020-02-11,14.782608032226562,14.891304016113281,14.728260040283203,14.836956024169922,13.654363632202148,1651740
2020-02-12,14.782608032226562,14.891304016113281,14.67391300201416,14.782608032226562,13.604349136352539,2550193
2020-02-13,14.836956024169922,16.19565200805664,14.836956024169922,15.815217018127441,14.554652214050293,27280227
2020-02-14,15.652173042297363,15.8695650100708,15.27173900604248,15.380434036254883,14.154524803161621,13575907
2020-02-17,15.217391014099121,15.380434036254883,15.054347038269043,15.27173900604248,14.054491996765137,4628395
2020-02-18,15.27173900604248,15.652173042297363,15.217391014099121,15.27173900604248,14.054491996765137,5450728
2020-02-19,15.434782028198242,15.434782028198242,15.27173900604248,15.380434036254883,14.154524803161621,4628337
2020-02-20,15.434782028198242,15.543478012084961,15.326086044311523,15.380434036254883,14.154524803161621,3109265
2020-02-21,15.380434036254883,15.489130020141602,15.217391014099121,15.27173900604248,14.054491996765137,2478818
2020-02-24,15.108695030212402,15.217391014099121,14.836956024169922,14.891304016113281,13.704380989074707,4992465
2020-02-25,14.67391300201416,14.891304016113281,14.510869026184082,14.782608032226562,13.604349136352539,2544768
2020-02-26,14.67391300201416,14.94565200805664,14.565217018127441,14.728260040283203,13.55433177947998,2944219
2020-02-27,14.782608032226562,14.891304016113281,13.913043022155762,13.913043022155762,12.804092407226562,7081824
2020-03-02,13.586956024169922,14.130434036254883,13.532608032226562,13.75,12.654044151306152,3516967
2020-03-03,14.076086044311523,14.184782028198242,13.913043022155762,13.967391014099121,12.854108810424805,2213491
2020-03-04,13.913043022155762,14.130434036254883,13.42391300201416,14.130434036254883,13.004156112670898,5598405
2020-03-05,14.456521034240723,14.6195650100708,14.184782028198242,14.293478012084961,13.154205322265625,9327845
2020-03-06,13.967391014099121,14.184782028198242,13.967391014099121,14.02173900604248,12.904125213623047,1925110
2020-03-09,13.804347038269043,13.804347038269043,13.315217018127441,13.315217018127441,12.25391674041748,4629447
2020-03-10,12.934782028198242,13.315217018127441,12.77173900604248,13.206521034240723,12.153884887695312,4246783
2020-03-11,13.42391300201416,13.641304016113281,12.934782028198242,12.989130020141602,11.95382022857666,3082497
2020-03-12,13.043478012084961,13.043478012084961,11.956521034240723,12.065217018127441,11.103548049926758,7850674
2020-03-13,10.8695650100708,11.413043022155762,10.858695030212402,11.19565200805664,10.30329418182373,16300270
2020-03-16,11.25,11.413043022155762,10.554347038269043,10.75,9.89316177368164,8117738
2020-03-17,9.836956024169922,10.59782600402832,9.836956024169922,9.967391014099121,9.172931671142578,5423858
2020-03-18,10.108695030212402,10.141304016113281,9.728260040283203,9.75,8.972867965698242,4898858
2020-03-19,9.293478012084961,9.456521034240723,8.782608032226562,8.782608032226562,8.0825834274292,9744086
2020-03-20,8.880434036254883,9.652173042297363,8.880434036254883,9.652173042297363,8.882838249206543,5870222
2020-03-23,9.456521034240723,10.391304016113281,9.3695650100708,10.304347038269043,9.483030319213867,5693243
2020-03-24,10.543478012084961,11.032608032226562,10.543478012084961,10.8695650100708,10.003196716308594,5206283
2020-03-25,11.19565200805664,11.52173900604248,10.978260040283203,11.413043022155762,10.503357887268066,6459316
2020-03-26,11.467391014099121,11.467391014099121,10.92391300201416,11.413043022155762,10.503357887268066,3104294
2020-03-27,11.467391014099121,11.684782028198242,11.141304016113281,11.19565200805664,10.30329418182373,3250270
2020-03-30,11.19565200805664,11.956521034240723,11.032608032226562,11.902173042297363,10.953500747680664,5133153
2020-03-31,12.17391300201416,12.826086044311523,12.17391300201416,12.717391014099121,11.703741073608398,9338970
2020-04-01,12.608695030212402,12.717391014099121,12.282608032226562,12.5,11.503678321838379,4925313
2020-04-06,12.608695030212402,12.717391014099121,12.44565200805664,12.608695030212402,11.60370922088623,3194045
2020-04-07,12.826086044311523,12.880434036254883,12.554347038269043,12.717391014099121,11.703741073608398,2931105
2020-04-08,12.663043022155762,13.532608032226562,12.554347038269043,13.09782600402832,12.053853988647461,6683810
2020-04-09,13.260869026184082,13.315217018127441,12.77173900604248,12.880434036254883,11.853788375854492,5066618
2020-04-10,12.989130020141602,13.3695650100708,12.826086044311523,13.3695650100708,12.303933143615723,5052040
2020-04-13,13.75,13.804347038269043,13.152173042297363,13.206521034240723,12.153884887695312,7022765
2020-04-14,13.3695650100708,13.913043022155762,13.260869026184082,13.532608032226562,12.453980445861816,8152408
2020-04-15,13.3695650100708,13.75,13.3695650100708,13.586956024169922,12.503996849060059,6367043
2020-04-16,13.532608032226562,13.913043022155762,13.3695650100708,13.3695650100708,12.303933143615723,6228138
2020-04-17,13.532608032226562,13.586956024169922,12.5,12.663043022155762,11.653724670410156,9531494
2020-04-20,12.608695030212402,12.934782028198242,12.5,12.554347038269043,11.553691864013672,4548925
2020-04-21,12.554347038269043,12.826086044311523,12.065217018127441,12.17391300201416,11.203581809997559,4186724
2020-04-22,12.010869026184082,12.826086044311523,11.84782600402832,12.608695030212402,11.60370922088623,3997776
2020-04-23,12.826086044311523,12.934782028198242,12.608695030212402,12.77173900604248,11.75375747680664,2199424
2020-04-24,12.77173900604248,13.260869026184082,12.77173900604248,13.206521034240723,12.153884887695312,4992915
2020-04-27,13.260869026184082,13.42391300201416,13.206521034240723,13.260869026184082,12.203901290893555,2927304
2020-04-28,13.3695650100708,13.641304016113281,13.09782600402832,13.09782600402832,12.053853988647461,5950091
2020-04-29,13.260869026184082,13.586956024169922,13.152173042297363,13.3695650100708,12.303933143615723,3794418
2020-04-30,13.42391300201416,13.69565200805664,13.260869026184082,13.260869026184082,12.203901290893555,9036048
2020-05-04,13.532608032226562,14.402173042297363,13.478260040283203,13.967391014099121,12.854108810424805,17744016
2020-05-05,13.967391014099121,14.293478012084961,13.69565200805664,13.75,12.654044151306152,8503193
2020-05-06,13.75,13.967391014099121,13.532608032226562,13.69565200805664,12.604029655456543,6043629
2020-05-07,13.69565200805664,14.130434036254883,13.69565200805664,13.804347038269043,12.704060554504395,4258836
2020-05-08,14.02173900604248,14.02173900604248,13.641304016113281,13.641304016113281,12.554012298583984,3849887
2020-05-11,13.69565200805664,13.804347038269043,13.478260040283203,13.75,12.654044151306152,3196532
2020-05-12,13.858695030212402,13.913043022155762,13.586956024169922,13.641304016113281,12.554012298583984,2249026
2020-05-13,13.586956024169922,14.402173042297363,13.478260040283203,14.34782600402832,13.204221725463867,8695456
2020-05-14,14.456521034240723,15.217391014099121,14.239130020141602,14.239130020141602,13.104187965393066,34782767
2020-05-15,14.456521034240723,14.565217018127441,13.586956024169922,13.586956024169922,12.503996849060059,10996046
2020-05-18,14.02173900604248,14.076086044311523,13.586956024169922,13.641304016113281,12.554012298583984,5755496
2020-05-19,13.804347038269043,13.858695030212402,13.532608032226562,13.641304016113281,12.554012298583984,4846915
2020-05-20,13.641304016113281,13.858695030212402,13.532608032226562,13.641304016113281,12.554012298583984,3731738
2020-05-21,13.75,13.967391014099121,13.641304016113281,13.75,12.654044151306152,3167899
